# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_variant	variants_effect_conservative_inframe_deletion	variants_effect_conservative_inframe_insertion	variants_effect_disruptive_inframe_deletion	variants_effect_disruptive_inframe_insertion	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_intron_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_non_coding_transcript_variant	variants_effect_splice_acceptor_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_start_retained_variant	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_upstream_gene_variant
RP11-54O7.3	ENSG00000223764	ENST00000417705	lincRNA	0	0	0	8	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	4
RP11-54O7.3	ENSG00000223764	ENST00000432961	retained_intron	0	0	0	8	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	4
RP11-54O7.3	ENSG00000223764	ENST00000609207	retained_intron	0	0	0	10	0	0	0	0	0	0	4	0	0	1	0	0	0	0	0	0	0	0	5
RP11-550H2.1	ENSG00000225605	ENST00000436121	lincRNA	0	0	0	3	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1
RP11-550H2.1	ENSG00000225605	ENST00000635455	lincRNA	0	0	0	22	0	0	0	0	0	0	0	0	19	2	0	0	0	0	0	0	0	0	1
RP11-550H2.2	ENSG00000230027	ENST00000434540	lincRNA	0	0	0	13	0	0	0	0	0	0	3	0	4	0	0	0	0	0	0	0	0	0	6
RP11-550P17.5	ENSG00000228560	ENST00000431862	antisense	0	0	0	20	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	1
RP11-551G24.2	ENSG00000215796	ENST00000439523	processed_pseudogene	0	0	0	6	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	4
RP11-551G24.3	ENSG00000236775	ENST00000431287	processed_pseudogene	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
RP11-552D4.1	ENSG00000228058	ENST00000445339	lincRNA	0	0	0	4	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	1
RP11-552D8.1	ENSG00000229258	ENST00000429499	antisense	0	0	0	11	0	0	0	0	0	0	1	0	5	1	0	0	0	0	0	0	0	0	4
RP11-552D8.1	ENSG00000229258	ENST00000430623	antisense	0	0	0	24	0	0	0	0	0	0	1	0	18	2	0	0	0	0	0	0	0	0	3
RP11-552D8.1	ENSG00000229258	ENST00000446560	antisense	0	0	0	24	0	0	0	0	0	0	1	0	18	1	0	0	0	0	0	0	0	0	4
RP11-552D8.1	ENSG00000229258	ENST00000457272	antisense	0	0	0	21	0	0	0	0	0	0	4	0	10	5	0	0	0	0	0	0	0	0	2
RP11-552M11.4	ENSG00000243960	ENST00000416099	sense_overlapping	0	0	0	5	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	3
RP11-552M11.4	ENSG00000243960	ENST00000445680	sense_overlapping	0	0	0	5	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	3
RP11-552M11.8	ENSG00000260948	ENST00000564771	sense_overlapping	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2
RP11-553K8.2	ENSG00000223881	ENST00000429469	lincRNA	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
RP11-553K8.5	ENSG00000261573	ENST00000566394	antisense	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
RP11-553N16.1	ENSG00000229022	ENST00000414898	processed_pseudogene	0	0	0	10	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	9
RP11-554K11.2	ENSG00000225233	ENST00000417161	lincRNA	0	0	0	20	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	1
RP11-558F24.2	ENSG00000233268	ENST00000426570	processed_pseudogene	0	0	0	13	0	0	0	0	0	0	5	0	4	0	0	0	0	0	0	0	0	0	4
RP11-561I11.3	ENSG00000224525	ENST00000421878	antisense	0	0	0	7	0	0	0	0	0	0	4	0	3	0	0	0	0	0	0	0	0	0	0
RP11-561I11.4	ENSG00000272865	ENST00000608241	antisense	0	0	0	33	0	0	0	0	0	0	3	0	27	0	0	0	0	0	0	0	0	0	3
RP11-563D10.1	ENSG00000227240	ENST00000454538	lincRNA	0	0	0	8	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	1
RP11-564A8.4	ENSG00000226945	ENST00000446057	processed_pseudogene	0	0	0	4	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2
RP11-564A8.8	ENSG00000271680	ENST00000604222	processed_pseudogene	0	0	0	5	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	3
RP11-565J7.1	ENSG00000233626	ENST00000416056	processed_pseudogene	0	0	0	8	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	4
RP11-565N2.1	ENSG00000261453	ENST00000568112	lincRNA	0	0	0	5	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	2
RP11-565N2.2	ENSG00000259815	ENST00000567538	lincRNA	0	0	0	6	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	5
RP11-565P22.6	ENSG00000254706	ENST00000367932	nonsense_mediated_decay	0	0	0	29	0	0	0	0	0	0	3	0	20	0	0	0	0	0	0	0	0	0	6
RP11-565P22.6	ENSG00000254706	ENST00000431696	protein_coding	0	0	0	29	0	0	0	0	0	0	5	0	17	0	0	0	0	0	0	0	0	0	7
RP11-567B20.1	ENSG00000228530	ENST00000439946	processed_pseudogene	0	0	0	5	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	4
RP11-567B20.2	ENSG00000229747	ENST00000458156	processed_pseudogene	0	0	0	18	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	4
RP11-567C20.2	ENSG00000237337	ENST00000442477	antisense	0	0	0	5	0	0	0	0	0	0	1	0	4	0	0	0	0	0	0	0	0	0	0
RP11-567C20.3	ENSG00000233407	ENST00000440897	antisense	0	0	0	3	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1
RP11-567E21.3	ENSG00000229821	ENST00000453155	antisense	0	0	0	10	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	4
RP11-567G24.1	ENSG00000228818	ENST00000451892	processed_pseudogene	0	0	0	14	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	11
RP11-567G24.3	ENSG00000233735	ENST00000412311	antisense	0	0	0	5	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	2
RP11-567G24.3	ENSG00000233735	ENST00000444308	antisense	0	0	0	5	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	2
RP11-568G11.4	ENSG00000270585	ENST00000604232	processed_pseudogene	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
RP11-568G11.5	ENSG00000270708	ENST00000604493	processed_pseudogene	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
RP11-568K15.1	ENSG00000242193	ENST00000462729	unitary_pseudogene	0	0	0	10	0	0	0	0	0	0	1	0	9	0	0	0	0	0	0	0	0	0	0
RP11-568K15.1	ENSG00000242193	ENST00000476232	processed_transcript	0	0	0	10	0	0	0	0	0	0	1	0	9	0	0	0	0	0	0	0	0	0	0
RP11-568K15.1	ENSG00000242193	ENST00000481349	processed_transcript	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
RP11-568K15.1	ENSG00000242193	ENST00000512906	processed_transcript	0	0	0	8	0	0	0	0	0	0	3	0	5	0	0	0	0	0	0	0	0	0	0
RP11-568K15.2	ENSG00000276563	ENST00000613288	processed_pseudogene	0	0	0	4	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1
RP11-569A11.1	ENSG00000226862	ENST00000428573	antisense	0	0	0	4	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1
RP11-569A11.2	ENSG00000225620	ENST00000411431	lincRNA	0	0	0	5	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	1
RP11-569G9.7	ENSG00000225854	ENST00000434718	processed_pseudogene	0	0	0	20	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	11
RP11-56N19.5	ENSG00000177553	ENST00000376620	antisense	1	0	0	11	0	0	0	0	0	0	4	0	1	1	0	0	1	0	0	0	0	0	6
RP11-570P14.1	ENSG00000233514	ENST00000402743	processed_pseudogene	0	0	0	4	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3
RP11-574F21.2	ENSG00000228606	ENST00000442130	antisense	0	0	0	12	0	0	0	0	0	0	8	0	1	0	0	0	0	0	0	0	0	0	3
RP11-574F21.3	ENSG00000258465	ENST00000485079	protein_coding	0	0	0	38	0	0	0	0	0	0	4	0	33	0	0	0	0	0	0	0	0	0	1
RP11-574F21.3	ENSG00000258465	ENST00000556710	protein_coding	0	0	0	49	0	0	0	0	0	0	3	0	40	0	0	0	0	0	0	0	0	0	6
RP11-575B7.3	ENSG00000238242	ENST00000456878	lincRNA	0	0	0	9	0	0	0	0	0	0	2	0	7	0	0	0	0	0	0	0	0	0	0
RP11-576D8.4	ENSG00000224717	ENST00000442318	lincRNA	0	0	0	15	0	0	0	0	0	0	7	0	3	3	0	0	0	0	0	0	0	0	2
RP11-576I22.2	ENSG00000231407	ENST00000416416	antisense	0	0	0	12	0	0	0	0	0	0	1	0	8	0	0	0	0	0	0	0	0	0	3
RP11-576I22.2	ENSG00000231407	ENST00000421020	antisense	0	0	0	9	0	0	0	0	0	0	1	0	7	0	0	0	0	0	0	0	0	0	1
RP11-576I22.2	ENSG00000231407	ENST00000446102	antisense	0	0	0	7	0	0	0	0	0	0	1	0	5	0	0	0	0	0	0	0	0	0	1
RP11-576I22.2	ENSG00000231407	ENST00000456083	antisense	0	0	0	16	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0
RP11-57H12.2	ENSG00000231992	ENST00000434207	sense_intronic	0	0	0	20	0	0	0	0	0	0	6	0	14	0	0	0	0	0	0	0	0	0	0
RP11-57H12.3	ENSG00000226026	ENST00000419846	antisense	0	0	0	44	0	0	0	0	0	0	3	0	36	0	0	0	0	0	0	0	0	0	5
RP11-57H12.3	ENSG00000226026	ENST00000421762	antisense	0	0	0	46	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	5
RP11-57H12.5	ENSG00000228852	ENST00000444665	antisense	0	0	0	15	0	0	0	0	0	0	4	0	7	0	0	0	0	0	0	0	0	0	4
RP11-57H12.5	ENSG00000228852	ENST00000598739	antisense	0	0	0	11	0	0	0	0	0	0	1	0	6	0	0	0	0	0	0	0	0	0	4
RP11-57H12.5	ENSG00000228852	ENST00000623609	antisense	0	0	0	7	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	4
RP11-57H12.5	ENSG00000228852	ENST00000624135	antisense	0	0	0	11	0	0	0	0	0	0	1	0	6	0	0	0	0	0	0	0	0	0	4
RP11-57H12.5	ENSG00000228852	ENST00000624604	antisense	0	0	0	15	0	0	0	0	0	0	4	0	7	0	0	0	0	0	0	0	0	0	4
RP11-57H12.5	ENSG00000228852	ENST00000630835	antisense	0	0	0	23	0	0	0	0	0	0	4	0	14	0	0	0	0	0	0	0	0	0	5
RP11-58A11.2	ENSG00000229519	ENST00000456162	processed_pseudogene	0	0	0	26	0	0	0	0	0	0	12	0	6	0	0	0	0	0	0	0	0	0	8
RP11-5K23.5	ENSG00000224515	ENST00000419446	antisense	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
RP11-5P18.1	ENSG00000234607	ENST00000416882	processed_pseudogene	0	0	0	8	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0
RP11-5P18.10	ENSG00000232456	ENST00000447882	unprocessed_pseudogene	0	0	0	20	0	0	0	0	0	0	1	0	6	1	0	0	0	0	0	0	0	0	12
RP11-5P18.11	ENSG00000275503	ENST00000613591	processed_pseudogene	0	0	0	4	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
RP11-5P18.3	ENSG00000231353	ENST00000424379	unprocessed_pseudogene	0	0	0	4	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3
RP11-5P18.5	ENSG00000233078	ENST00000437156	antisense	0	0	0	5	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	2
RP11-5P4.1	ENSG00000229537	ENST00000420285	lincRNA	0	0	0	6	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	2
RP11-5P4.1	ENSG00000229537	ENST00000420659	lincRNA	0	0	0	6	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	2
RP11-5P4.1	ENSG00000229537	ENST00000425352	lincRNA	0	0	0	6	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	2
RP11-5P4.2	ENSG00000227485	ENST00000418091	lincRNA	0	0	0	8	0	0	0	0	0	0	3	0	0	2	0	0	0	0	0	0	0	0	3
RP11-5P4.3	ENSG00000229225	ENST00000427547	lincRNA	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
RP11-60A14.1	ENSG00000279778	ENST00000623157	TEC	0	0	0	6	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0
RP11-61J19.2	ENSG00000224535	ENST00000439570	lincRNA	0	0	0	12	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	5
RP11-61J19.3	ENSG00000228067	ENST00000423842	lincRNA	0	0	0	14	0	0	0	0	0	0	1	0	12	0	0	0	0	0	0	0	0	0	1
RP11-61J19.5	ENSG00000260805	ENST00000564287	lincRNA	0	0	0	4	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3
RP11-61L14.6	ENSG00000233875	ENST00000421866	antisense	0	0	0	6	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	4
RP11-62I21.1	ENSG00000232192	ENST00000446321	antisense	0	0	0	35	0	0	0	0	0	0	10	0	19	1	0	0	0	0	0	0	0	0	5
RP11-630I5.1	ENSG00000236111	ENST00000463059	processed_pseudogene	0	0	0	10	0	0	0	0	0	0	4	0	0	1	0	0	0	0	0	0	0	0	5
RP11-634B7.4	ENSG00000235749	ENST00000449298	antisense	0	0	0	45	0	0	0	0	0	0	3	0	37	0	0	0	0	0	0	0	0	0	5
RP11-634B7.4	ENSG00000235749	ENST00000582218	antisense	0	0	0	22	0	0	0	0	0	0	4	0	13	0	0	0	0	0	0	0	0	0	5
RP11-634B7.5	ENSG00000239395	ENST00000419891	sense_overlapping	0	0	0	6	0	0	0	0	0	0	3	0	3	0	0	0	0	0	0	0	0	0	0
RP11-634B7.5	ENSG00000239395	ENST00000426444	lincRNA	0	0	0	3	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
RP11-63B19.1	ENSG00000236720	ENST00000427173	lincRNA	0	0	0	5	0	0	0	0	0	0	1	0	4	0	0	0	0	0	0	0	0	0	0
RP11-63G10.2	ENSG00000231740	ENST00000424592	lincRNA	0	0	0	13	0	0	0	0	0	0	3	0	8	0	0	0	0	0	0	0	0	0	2
RP11-63G10.3	ENSG00000272226	ENST00000607372	lincRNA	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
RP11-63G10.4	ENSG00000283445	ENST00000636386	lincRNA	0	0	0	18	0	0	0	0	0	0	1	0	17	0	0	0	0	0	0	0	0	0	0
RP11-63G10.4	ENSG00000283445	ENST00000637377	lincRNA	0	0	0	16	0	0	0	0	0	0	7	0	9	0	0	0	0	0	0	0	0	0	0
RP11-63N8.3	ENSG00000233431	ENST00000457706	antisense	0	0	0	13	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	8
RP11-656D10.3	ENSG00000238287	ENST00000450713	antisense	0	0	0	16	0	0	0	0	0	0	4	0	6	3	0	0	0	0	0	0	0	0	3
RP11-656D10.5	ENSG00000227278	ENST00000453437	antisense	0	0	0	11	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	8
RP11-656D10.6	ENSG00000238186	ENST00000437060	antisense	0	0	0	13	0	0	0	0	0	0	3	0	3	0	0	0	0	0	0	0	0	0	7
RP11-656D10.7	ENSG00000279667	ENST00000624658	TEC	0	0	0	11	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	3
RP11-666A1.4	ENSG00000229002	ENST00000440916	unprocessed_pseudogene	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
RP11-666A1.7	ENSG00000271439	ENST00000605374	processed_pseudogene	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
RP11-669M2.1	ENSG00000225006	ENST00000426262	lincRNA	0	0	0	16	0	0	0	0	0	0	1	0	14	0	0	0	0	0	0	0	0	0	1
RP11-669M2.2	ENSG00000235083	ENST00000446368	processed_pseudogene	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
RP11-66A2.1	ENSG00000225919	ENST00000430921	lincRNA	0	0	0	4	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0
RP11-66A2.2	ENSG00000236497	ENST00000457698	lincRNA	0	0	0	9	0	0	0	0	0	0	3	0	6	0	0	0	0	0	0	0	0	0	0
RP11-66D17.3	ENSG00000237588	ENST00000441272	lincRNA	0	0	0	10	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	8
RP11-66D17.5	ENSG00000223356	ENST00000428641	antisense	0	0	0	11	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	7
RP11-67L3.2	ENSG00000237453	ENST00000450503	antisense	0	0	0	8	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	6
RP11-67L3.4	ENSG00000233203	ENST00000433690	antisense	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2
RP11-67L3.4	ENSG00000233203	ENST00000436033	antisense	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2
RP11-67L3.4	ENSG00000233203	ENST00000443284	antisense	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2
RP11-67L3.4	ENSG00000233203	ENST00000455380	antisense	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2
RP11-67L3.5	ENSG00000242396	ENST00000415336	antisense	0	0	0	3	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1
RP11-68I18.10	ENSG00000261168	ENST00000563624	sense_overlapping	0	0	0	6	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0
RP11-68I18.2	ENSG00000233717	ENST00000456396	processed_pseudogene	0	0	0	6	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	4
RP11-690C23.2	ENSG00000242042	ENST00000366308	lincRNA	0	0	0	8	0	0	0	0	0	0	3	0	2	1	0	0	0	0	0	0	0	0	2
RP11-690C23.3	ENSG00000229112	ENST00000426536	unprocessed_pseudogene	0	0	0	5	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	4
RP11-690C23.4	ENSG00000227728	ENST00000398739	unprocessed_pseudogene	0	0	0	17	0	0	0	0	0	0	9	0	7	0	0	0	0	0	0	0	0	0	1
RP11-690C23.5	ENSG00000230813	ENST00000412354	unprocessed_pseudogene	0	0	0	5	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	1
RP11-69E11.4	ENSG00000182109	ENST00000331856	antisense	0	0	0	11	0	0	0	0	0	0	0	0	5	2	0	0	0	0	0	0	0	0	4
RP11-69E11.4	ENSG00000182109	ENST00000417869	antisense	0	0	0	17	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	1
RP11-69E11.4	ENSG00000182109	ENST00000431553	antisense	0	0	0	16	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	4
RP11-69E11.4	ENSG00000182109	ENST00000440190	antisense	0	0	0	17	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	1
RP11-69E11.4	ENSG00000182109	ENST00000441741	antisense	0	0	0	11	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	5
RP11-69E11.4	ENSG00000182109	ENST00000450157	antisense	0	0	0	16	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	4
RP11-69E11.4	ENSG00000182109	ENST00000458207	antisense	0	0	0	12	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0
RP11-69E11.8	ENSG00000228060	ENST00000415255	antisense	0	0	0	10	0	0	0	0	0	0	3	0	5	0	0	0	0	0	0	0	0	0	2
RP11-69E9.1	ENSG00000225952	ENST00000419644	antisense	0	0	0	7	0	0	0	0	0	0	5	0	0	1	0	0	0	0	0	0	0	0	1
RP11-6B6.3	ENSG00000236942	ENST00000411645	processed_pseudogene	0	0	0	18	0	0	0	0	0	0	7	0	3	1	0	0	0	0	0	0	0	0	7
RP11-6J21.2	ENSG00000237074	ENST00000417084	lincRNA	0	1	0	16	0	0	0	0	0	0	1	0	14	0	0	0	0	1	0	0	0	0	2
RP11-6J21.2	ENSG00000237074	ENST00000634239	lincRNA	0	0	0	18	0	0	0	0	0	0	1	0	17	0	0	0	0	0	0	0	0	0	0
RP11-70P17.1	ENSG00000225643	ENST00000412797	lincRNA	0	0	0	14	0	0	0	0	0	0	3	0	9	0	0	0	0	0	0	0	0	0	2
RP11-710N8.3	ENSG00000270631	ENST00000605135	processed_pseudogene	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
RP11-71G12.1	ENSG00000229961	ENST00000457239	lincRNA	0	0	0	6	0	0	0	0	0	0	2	0	0	3	0	0	0	0	0	0	0	0	1
RP11-739N20.2	ENSG00000226330	ENST00000443515	antisense	0	0	0	39	0	0	0	0	0	0	4	0	32	0	0	0	0	0	0	0	0	0	3
RP11-739N20.3	ENSG00000237848	ENST00000433886	processed_pseudogene	0	0	0	7	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	4
RP11-73M7.1	ENSG00000229167	ENST00000435872	antisense	0	0	0	16	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	12
RP11-73M7.6	ENSG00000235790	ENST00000445166	antisense	0	0	0	16	0	0	0	0	0	0	4	0	2	0	0	0	0	0	0	0	0	0	10
RP11-73M7.6	ENSG00000235790	ENST00000585413	antisense	0	0	0	21	0	0	0	0	0	0	4	0	16	0	0	0	0	0	0	0	0	0	1
RP11-73M7.6	ENSG00000235790	ENST00000585660	antisense	0	0	0	21	0	0	0	0	0	0	4	0	16	0	0	0	0	0	0	0	0	0	1
RP11-73M7.6	ENSG00000235790	ENST00000587445	antisense	0	0	0	21	0	0	0	0	0	0	4	0	16	0	0	0	0	0	0	0	0	0	1
RP11-73M7.6	ENSG00000235790	ENST00000588288	antisense	0	0	0	16	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	12
RP11-73M7.6	ENSG00000235790	ENST00000589462	antisense	0	0	0	21	0	0	0	0	0	0	4	0	16	0	0	0	0	0	0	0	0	0	1
RP11-73M7.6	ENSG00000235790	ENST00000591592	antisense	0	0	0	21	0	0	0	0	0	0	4	0	16	0	0	0	0	0	0	0	0	0	1
RP11-73M7.6	ENSG00000235790	ENST00000591929	antisense	0	0	0	21	0	0	0	0	0	0	4	0	16	0	0	0	0	0	0	0	0	0	1
RP11-73M7.6	ENSG00000235790	ENST00000593188	antisense	0	0	0	21	0	0	0	0	0	0	4	0	16	0	0	0	0	0	0	0	0	0	1
RP11-73M7.6	ENSG00000235790	ENST00000607926	antisense	0	0	0	21	0	0	0	0	0	0	4	0	16	0	0	0	0	0	0	0	0	0	1
RP11-73M7.6	ENSG00000235790	ENST00000608246	antisense	0	0	0	21	0	0	0	0	0	0	4	0	16	0	0	0	0	0	0	0	0	0	1
RP11-73M7.6	ENSG00000235790	ENST00000608332	antisense	0	0	0	21	0	0	0	0	0	0	4	0	16	0	0	0	0	0	0	0	0	0	1
RP11-73M7.6	ENSG00000235790	ENST00000608888	antisense	0	0	0	21	0	0	0	0	0	0	4	0	16	0	0	0	0	0	0	0	0	0	1
RP11-73M7.6	ENSG00000235790	ENST00000609033	antisense	0	0	0	21	0	0	0	0	0	0	4	0	16	0	0	0	0	0	0	0	0	0	1
RP11-73M7.6	ENSG00000235790	ENST00000609338	antisense	0	0	0	21	0	0	0	0	0	0	4	0	16	0	0	0	0	0	0	0	0	0	1
RP11-73M7.6	ENSG00000235790	ENST00000609373	antisense	0	0	0	21	0	0	0	0	0	0	4	0	16	0	0	0	0	0	0	0	0	0	1
RP11-73M7.6	ENSG00000235790	ENST00000609549	antisense	0	0	0	21	0	0	0	0	0	0	4	0	16	0	0	0	0	0	0	0	0	0	1
RP11-73M7.6	ENSG00000235790	ENST00000609625	antisense	0	0	0	21	0	0	0	0	0	0	4	0	16	0	0	0	0	0	0	0	0	0	1
RP11-73M7.6	ENSG00000235790	ENST00000610043	antisense	0	0	0	21	0	0	0	0	0	0	4	0	16	0	0	0	0	0	0	0	0	0	1
RP11-73M7.6	ENSG00000235790	ENST00000610216	antisense	0	0	0	21	0	0	0	0	0	0	4	0	16	0	0	0	0	0	0	0	0	0	1
RP11-73M7.6	ENSG00000235790	ENST00000623425	antisense	0	0	0	21	0	0	0	0	0	0	4	0	16	0	0	0	0	0	0	0	0	0	1
RP11-73M7.6	ENSG00000235790	ENST00000623786	antisense	0	0	0	16	0	0	0	0	0	0	4	0	2	0	0	0	0	0	0	0	0	0	10
RP11-73M7.6	ENSG00000235790	ENST00000623791	antisense	0	0	0	21	0	0	0	0	0	0	4	0	16	0	0	0	0	0	0	0	0	0	1
RP11-73M7.6	ENSG00000235790	ENST00000624388	antisense	0	0	0	21	0	0	0	0	0	0	4	0	16	0	0	0	0	0	0	0	0	0	1
RP11-73M7.9	ENSG00000264078	ENST00000581333	antisense	0	0	0	11	0	0	0	0	0	0	6	0	0	4	0	0	0	0	0	0	0	0	1
RP11-740C1.2	ENSG00000231100	ENST00000435442	unprocessed_pseudogene	0	0	0	4	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3
RP11-740P5.2	ENSG00000233234	ENST00000457440	lincRNA	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
RP11-740P5.3	ENSG00000231630	ENST00000429389	lincRNA	0	0	0	5	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	4
RP11-744H18.1	ENSG00000203825	ENST00000449715	unprocessed_pseudogene	0	1	0	6	0	0	0	0	0	0	1	0	3	1	0	0	0	1	0	0	0	0	2
RP11-74C1.2	ENSG00000223861	ENST00000452587	processed_pseudogene	0	0	0	23	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	5
RP11-74C1.4	ENSG00000232536	ENST00000434112	sense_intronic	0	0	0	52	0	0	0	0	0	0	9	0	35	0	0	0	0	0	0	0	0	0	8
